"Velocidades:0","Velocidades:1","Velocidades:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.23049,0.04697,0,1,0.8176,0.5,0.82328,0.5
0.23162,0.046967,0,1,0.81859,0.5,0.82427,0.5
0.23276,0.046957,0,1,0.81957,0.5,0.82526,0.5
0.2339,0.046947,0,1,0.82056,0.5,0.82625,0.5
0.23503,0.046937,0,1,0.82155,0.5,0.82724,0.5
0.23617,0.046927,0,1,0.82254,0.5,0.82823,0.5
0.2373,0.046917,0,1,0.82353,0.5,0.82921,0.5
0.23844,0.046907,0,1,0.82452,0.5,0.8302,0.5
0.23958,0.046897,0,1,0.82551,0.5,0.83119,0.5
0.24071,0.046887,0,1,0.8265,0.5,0.83218,0.5
0.24185,0.046878,0,1,0.82748,0.5,0.83317,0.5
0.24299,0.046868,0,1,0.82847,0.5,0.83416,0.5
0.24412,0.046858,0,1,0.82946,0.5,0.83515,0.5
0.24526,0.046848,0,1,0.83045,0.5,0.83613,0.5
0.24639,0.046838,0,1,0.83144,0.5,0.83712,0.5
0.24753,0.046828,0,1,0.83243,0.5,0.83811,0.5
0.24867,0.046818,0,1,0.83342,0.5,0.8391,0.5
0.2498,0.046808,0,1,0.8344,0.5,0.84009,0.5
0.25094,0.046798,0,1,0.83539,0.5,0.84108,0.5
0.25208,0.046788,0,1,0.83638,0.5,0.84207,0.5
0.25321,0.046778,0,1,0.83737,0.5,0.84305,0.5
0.25432,0.046738,0,1,0.83836,0.5,0.84404,0.5
0.25542,0.046698,0,1,0.83935,0.5,0.84503,0.5
0.25652,0.046658,0,1,0.84034,0.5,0.84602,0.5
0.25763,0.046619,0,1,0.84132,0.5,0.84701,0.5
0.25873,0.046579,0,1,0.84231,0.5,0.848,0.5
0.25983,0.046539,0,1,0.8433,0.5,0.84899,0.5
0.26094,0.046499,0,1,0.84429,0.5,0.84997,0.5
0.26204,0.046459,0,1,0.84528,0.5,0.85096,0.5
0.26314,0.046419,0,1,0.84627,0.5,0.85195,0.5
0.26425,0.04638,0,1,0.84726,0.5,0.85294,0.5
0.26535,0.04634,0,1,0.84824,0.5,0.85393,0.5
0.26645,0.0463,0,1,0.84923,0.5,0.85492,0.5
0.26756,0.04626,0,1,0.85022,0.5,0.85591,0.5
0.26866,0.04622,0,1,0.85121,0.5,0.8569,0.5
0.26976,0.04618,0,1,0.8522,0.5,0.85788,0.5
0.27087,0.046141,0,1,0.85319,0.5,0.85887,0.5
0.27197,0.046101,0,1,0.85418,0.5,0.85986,0.5
0.27307,0.046061,0,1,0.85517,0.5,0.86085,0.5
0.27417,0.046017,0,1,0.85615,0.5,0.86184,0.5
0.27521,0.045942,0,1,0.85714,0.5,0.86283,0.5
0.27625,0.045867,0,1,0.85813,0.5,0.86382,0.5
0.27729,0.045792,0,1,0.85912,0.5,0.8648,0.5
0.27833,0.045717,0,1,0.86011,0.5,0.86579,0.5
0.27937,0.045642,0,1,0.8611,0.5,0.86678,0.5
0.28041,0.045568,0,1,0.86209,0.5,0.86777,0.5
0.28145,0.045493,0,1,0.86307,0.5,0.86876,0.5
0.28249,0.045418,0,1,0.86406,0.5,0.86975,0.5
0.28353,0.045343,0,1,0.86505,0.5,0.87074,0.5
0.28457,0.045268,0,1,0.86604,0.5,0.87172,0.5
0.28561,0.045193,0,1,0.86703,0.5,0.87271,0.5
0.28665,0.045118,0,1,0.86802,0.5,0.8737,0.5
0.28769,0.045043,0,1,0.86901,0.5,0.87469,0.5
0.28873,0.044968,0,1,0.86999,0.5,0.87568,0.5
0.28977,0.044893,0,1,0.87098,0.5,0.87667,0.5
0.29081,0.044818,0,1,0.87197,0.5,0.87766,0.5
0.29185,0.044743,0,1,0.87296,0.5,0.87865,0.5
0.29289,0.044667,0,1,0.87395,0.5,0.87963,0.5
0.29386,0.044549,0,1,0.87494,0.5,0.88062,0.5
0.29482,0.04443,0,1,0.87593,0.5,0.88161,0.5
0.29579,0.044312,0,1,0.87692,0.5,0.8826,0.5
0.29675,0.044193,0,1,0.8779,0.5,0.88359,0.5
0.29771,0.044075,0,1,0.87889,0.5,0.88458,0.5
0.29868,0.043956,0,1,0.87988,0.5,0.88557,0.5
0.29964,0.043837,0,1,0.88087,0.5,0.88655,0.5
0.30061,0.043719,0,1,0.88186,0.5,0.88754,0.5
0.30157,0.0436,0,1,0.88285,0.5,0.88853,0.5
0.30254,0.043482,0,1,0.88384,0.5,0.88952,0.5
0.3035,0.043363,0,1,0.88482,0.5,0.89051,0.5
0.30447,0.043245,0,1,0.88581,0.5,0.8915,0.5
0.30543,0.043126,0,1,0.8868,0.5,0.89249,0.5
0.3064,0.043008,0,1,0.88779,0.5,0.89347,0.5
0.30736,0.042889,0,1,0.88878,0.5,0.89446,0.5
0.30833,0.042771,0,1,0.88977,0.5,0.89545,0.5
0.30929,0.042652,0,1,0.89076,0.5,0.89644,0.5
0.31025,0.042486,0,1,0.89174,0.5,0.89743,0.5
0.31121,0.042306,0,1,0.89273,0.5,0.89842,0.5
0.31216,0.042125,0,1,0.89372,0.5,0.89941,0.5
0.31312,0.041945,0,1,0.89471,0.5,0.9004,0.5
0.31408,0.041764,0,1,0.8957,0.5,0.90138,0.5
0.31503,0.041583,0,1,0.89669,0.5,0.90237,0.5
0.31599,0.041403,0,1,0.89768,0.5,0.90336,0.5
0.31695,0.041222,0,1,0.89867,0.5,0.90435,0.5
0.3179,0.041042,0,1,0.89965,0.5,0.90534,0.5
0.31886,0.040861,0,1,0.90064,0.5,0.90633,0.5
0.31982,0.04068,0,1,0.90163,0.5,0.90732,0.5
0.32078,0.0405,0,1,0.90262,0.5,0.9083,0.5
0.32173,0.040319,0,1,0.90361,0.5,0.90929,0.5
0.32269,0.040138,0,1,0.9046,0.5,0.91028,0.5
0.32365,0.039958,0,1,0.90559,0.5,0.91127,0.5
0.3246,0.039777,0,1,0.90657,0.5,0.91226,0.5
0.32565,0.039567,0,1,0.90756,0.5,0.91325,0.5
0.3269,0.03929,0,1,0.90855,0.5,0.91424,0.5
0.32815,0.039013,0,1,0.90954,0.5,0.91522,0.5
0.32939,0.038735,0,1,0.91053,0.5,0.91621,0.5
0.33064,0.038458,0,1,0.91152,0.5,0.9172,0.5
0.33189,0.038181,0,1,0.91251,0.5,0.91819,0.5
0.33314,0.037904,0,1,0.91349,0.5,0.91918,0.5
0.33439,0.037626,0,1,0.91448,0.5,0.92017,0.5
0.33564,0.037349,0,1,0.91547,0.5,0.92116,0.5
0.33688,0.037072,0,1,0.91646,0.5,0.92214,0.5
0.33813,0.036794,0,1,0.91745,0.5,0.92313,0.5
0.33938,0.036517,0,1,0.91844,0.5,0.92412,0.5
0.34063,0.03624,0,1,0.91943,0.5,0.92511,0.5
0.34188,0.035963,0,1,0.92041,0.5,0.9261,0.5
0.34312,0.035685,0,1,0.9214,0.5,0.92709,0.5
0.34437,0.035408,0,1,0.92239,0.5,0.92808,0.5
0.34631,0.03504,0,1,0.92338,0.5,0.92907,0.5
0.34859,0.034625,0,1,0.92437,0.5,0.93005,0.5
0.35088,0.034209,0,1,0.92536,0.5,0.93104,0.5
0.35317,0.033794,0,1,0.92635,0.5,0.93203,0.5
0.35546,0.033378,0,1,0.92734,0.5,0.93302,0.5
0.35775,0.032963,0,1,0.92832,0.5,0.93401,0.5
0.36003,0.032547,0,1,0.92931,0.5,0.935,0.5
0.36232,0.032132,0,1,0.9303,0.5,0.93599,0.5
0.36461,0.031717,0,1,0.93129,0.5,0.93697,0.5
0.3669,0.031301,0,1,0.93228,0.5,0.93796,0.5
0.36919,0.030886,0,1,0.93327,0.5,0.93895,0.5
0.37147,0.03047,0,1,0.93426,0.5,0.93994,0.5
0.37376,0.030055,0,1,0.93524,0.5,0.94093,0.5
0.37605,0.029639,0,1,0.93623,0.5,0.94192,0.5
0.37834,0.029224,0,1,0.93722,0.5,0.94291,0.5
0.38249,0.028688,0,1,0.93821,0.5,0.94389,0.5
0.38709,0.028124,0,1,0.9392,0.5,0.94488,0.5
0.39169,0.027559,0,1,0.94019,0.5,0.94587,0.5
0.39629,0.026994,0,1,0.94118,0.5,0.94686,0.5
0.40089,0.02643,0,1,0.94216,0.5,0.94785,0.5
0.40549,0.025865,0,1,0.94315,0.5,0.94884,0.5
0.41009,0.0253,0,1,0.94414,0.5,0.94983,0.5
0.41469,0.024736,0,1,0.94513,0.5,0.95082,0.5
0.41929,0.024171,0,1,0.94612,0.5,0.9518,0.5
0.42389,0.023606,0,1,0.94711,0.5,0.95279,0.5
0.42849,0.023042,0,1,0.9481,0.5,0.95378,0.5
0.43309,0.022477,0,1,0.94909,0.5,0.95477,0.5
0.43769,0.021912,0,1,0.95007,0.5,0.95576,0.5
0.44229,0.021348,0,1,0.95106,0.5,0.95675,0.5
0.44962,0.020723,0,1,0.95205,0.5,0.95774,0.5
0.45793,0.020076,0,1,0.95304,0.5,0.95872,0.5
0.46625,0.019429,0,1,0.95403,0.5,0.95971,0.5
0.47457,0.018782,0,1,0.95502,0.5,0.9607,0.5
0.48289,0.018135,0,1,0.95601,0.5,0.96169,0.5
0.4912,0.017488,0,1,0.95699,0.5,0.96268,0.5
0.49952,0.016841,0,1,0.95798,0.5,0.96367,0.5
0.50784,0.016194,0,1,0.95897,0.5,0.96466,0.5
0.51615,0.015547,0,1,0.95996,0.5,0.96564,0.5
0.52447,0.0149,0,1,0.96095,0.5,0.96663,0.5
0.53279,0.014253,0,1,0.96194,0.5,0.96762,0.5
0.54111,0.013606,0,1,0.96293,0.5,0.96861,0.5
0.54942,0.012959,0,1,0.96391,0.5,0.9696,0.5
0.55958,0.01234,0,1,0.9649,0.5,0.97059,0.5
0.57227,0.01176,0,1,0.96589,0.5,0.97158,0.5
0.58495,0.01118,0,1,0.96688,0.5,0.97257,0.5
0.59764,0.010599,0,1,0.96787,0.5,0.97355,0.5
0.61032,0.010019,0,1,0.96886,0.5,0.97454,0.5
0.62301,0.0094388,0,1,0.96985,0.5,0.97553,0.5
0.63569,0.0088586,0,1,0.97084,0.5,0.97652,0.5
0.64837,0.0082784,0,1,0.97182,0.5,0.97751,0.5
0.66106,0.0076982,0,1,0.97281,0.5,0.9785,0.5
0.67374,0.0071179,0,1,0.9738,0.5,0.97949,0.5
0.68643,0.0065377,0,1,0.97479,0.5,0.98047,0.5
0.69911,0.0059575,0,1,0.97578,0.5,0.98146,0.5
0.7118,0.0053773,0,1,0.97677,0.5,0.98245,0.5
0.72734,0.004992,0,1,0.97776,0.5,0.98344,0.5
0.74339,0.0046407,0,1,0.97874,0.5,0.98443,0.5
0.75943,0.0042894,0,1,0.97973,0.5,0.98542,0.5
0.77548,0.0039381,0,1,0.98072,0.5,0.98641,0.5
0.79152,0.0035868,0,1,0.98171,0.5,0.98739,0.5
0.80756,0.0032355,0,1,0.9827,0.5,0.98838,0.5
0.82361,0.0028842,0,1,0.98369,0.5,0.98937,0.5
0.83965,0.0025329,0,1,0.98468,0.5,0.99036,0.5
0.8557,0.0021816,0,1,0.98566,0.5,0.99135,0.5
0.87174,0.0018302,0,1,0.98665,0.5,0.99234,0.5
0.88779,0.0014789,0,1,0.98764,0.5,0.99333,0.5
nan,nan,nan,0,0.98863,0.5,0.99432,0.5
