"Velocidades:0","Velocidades:1","Velocidades:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.12776,0.013926,0,1,0.39347,0.5,0.39916,0.5
-0.12701,0.014014,0,1,0.39446,0.5,0.40015,0.5
-0.12625,0.014102,0,1,0.39545,0.5,0.40114,0.5
-0.12549,0.014189,0,1,0.39644,0.5,0.40213,0.5
-0.12474,0.014277,0,1,0.39743,0.5,0.40311,0.5
-0.12398,0.014365,0,1,0.39842,0.5,0.4041,0.5
-0.12323,0.014453,0,1,0.39941,0.5,0.40509,0.5
-0.12247,0.01454,0,1,0.4004,0.5,0.40608,0.5
-0.12172,0.014628,0,1,0.40138,0.5,0.40707,0.5
-0.12096,0.014716,0,1,0.40237,0.5,0.40806,0.5
-0.12021,0.014806,0,1,0.40336,0.5,0.40905,0.5
-0.11947,0.014903,0,1,0.40435,0.5,0.41003,0.5
-0.11874,0.014999,0,1,0.40534,0.5,0.41102,0.5
-0.118,0.015095,0,1,0.40633,0.5,0.41201,0.5
-0.11726,0.015191,0,1,0.40732,0.5,0.413,0.5
-0.11652,0.015288,0,1,0.4083,0.5,0.41399,0.5
-0.11579,0.015384,0,1,0.40929,0.5,0.41498,0.5
-0.11505,0.01548,0,1,0.41028,0.5,0.41597,0.5
-0.11431,0.015576,0,1,0.41127,0.5,0.41695,0.5
-0.11357,0.015673,0,1,0.41226,0.5,0.41794,0.5
-0.11284,0.015769,0,1,0.41325,0.5,0.41893,0.5
-0.1121,0.015865,0,1,0.41424,0.5,0.41992,0.5
-0.11136,0.015961,0,1,0.41522,0.5,0.42091,0.5
-0.11063,0.016058,0,1,0.41621,0.5,0.4219,0.5
-0.10989,0.016154,0,1,0.4172,0.5,0.42289,0.5
-0.10915,0.01625,0,1,0.41819,0.5,0.42388,0.5
-0.10841,0.016346,0,1,0.41918,0.5,0.42486,0.5
-0.10768,0.016443,0,1,0.42017,0.5,0.42585,0.5
-0.10694,0.016539,0,1,0.42116,0.5,0.42684,0.5
-0.1062,0.016635,0,1,0.42215,0.5,0.42783,0.5
-0.10546,0.016732,0,1,0.42313,0.5,0.42882,0.5
-0.10473,0.016828,0,1,0.42412,0.5,0.42981,0.5
-0.10399,0.016924,0,1,0.42511,0.5,0.4308,0.5
-0.10325,0.01702,0,1,0.4261,0.5,0.43178,0.5
-0.10251,0.017117,0,1,0.42709,0.5,0.43277,0.5
-0.10178,0.017213,0,1,0.42808,0.5,0.43376,0.5
-0.10104,0.01731,0,1,0.42907,0.5,0.43475,0.5
-0.10031,0.01741,0,1,0.43005,0.5,0.43574,0.5
-0.09958,0.01751,0,1,0.43104,0.5,0.43673,0.5
-0.098849,0.01761,0,1,0.43203,0.5,0.43772,0.5
-0.098119,0.01771,0,1,0.43302,0.5,0.4387,0.5
-0.097388,0.01781,0,1,0.43401,0.5,0.43969,0.5
-0.096658,0.017911,0,1,0.435,0.5,0.44068,0.5
-0.095928,0.018011,0,1,0.43599,0.5,0.44167,0.5
-0.095197,0.018111,0,1,0.43697,0.5,0.44266,0.5
-0.094467,0.018211,0,1,0.43796,0.5,0.44365,0.5
-0.093736,0.018311,0,1,0.43895,0.5,0.44464,0.5
-0.093006,0.018411,0,1,0.43994,0.5,0.44563,0.5
-0.092275,0.018511,0,1,0.44093,0.5,0.44661,0.5
-0.091545,0.018612,0,1,0.44192,0.5,0.4476,0.5
-0.090815,0.018712,0,1,0.44291,0.5,0.44859,0.5
-0.090084,0.018812,0,1,0.4439,0.5,0.44958,0.5
-0.089354,0.018912,0,1,0.44488,0.5,0.45057,0.5
-0.088623,0.019012,0,1,0.44587,0.5,0.45156,0.5
-0.087893,0.019112,0,1,0.44686,0.5,0.45255,0.5
-0.087163,0.019212,0,1,0.44785,0.5,0.45353,0.5
-0.086432,0.019313,0,1,0.44884,0.5,0.45452,0.5
-0.085702,0.019413,0,1,0.44983,0.5,0.45551,0.5
-0.084971,0.019513,0,1,0.45082,0.5,0.4565,0.5
-0.084241,0.019613,0,1,0.4518,0.5,0.45749,0.5
-0.08351,0.019713,0,1,0.45279,0.5,0.45848,0.5
-0.08278,0.019813,0,1,0.45378,0.5,0.45947,0.5
-0.08205,0.019913,0,1,0.45477,0.5,0.46045,0.5
-0.081321,0.020014,0,1,0.45576,0.5,0.46144,0.5
-0.080593,0.020114,0,1,0.45675,0.5,0.46243,0.5
-0.079865,0.020214,0,1,0.45774,0.5,0.46342,0.5
-0.079137,0.020315,0,1,0.45872,0.5,0.46441,0.5
-0.078409,0.020415,0,1,0.45971,0.5,0.4654,0.5
-0.077681,0.020515,0,1,0.4607,0.5,0.46639,0.5
-0.076953,0.020615,0,1,0.46169,0.5,0.46737,0.5
-0.076225,0.020716,0,1,0.46268,0.5,0.46836,0.5
-0.075497,0.020816,0,1,0.46367,0.5,0.46935,0.5
-0.074769,0.020916,0,1,0.46466,0.5,0.47034,0.5
-0.074041,0.021017,0,1,0.46564,0.5,0.47133,0.5
-0.073313,0.021117,0,1,0.46663,0.5,0.47232,0.5
-0.072585,0.021217,0,1,0.46762,0.5,0.47331,0.5
-0.071857,0.021317,0,1,0.46861,0.5,0.4743,0.5
-0.071129,0.021418,0,1,0.4696,0.5,0.47528,0.5
-0.070401,0.021518,0,1,0.47059,0.5,0.47627,0.5
-0.069673,0.021618,0,1,0.47158,0.5,0.47726,0.5
-0.068945,0.021719,0,1,0.47257,0.5,0.47825,0.5
-0.068217,0.021819,0,1,0.47355,0.5,0.47924,0.5
-0.067489,0.021919,0,1,0.47454,0.5,0.48023,0.5
-0.066761,0.02202,0,1,0.47553,0.5,0.48122,0.5
-0.066033,0.02212,0,1,0.47652,0.5,0.4822,0.5
-0.065305,0.02222,0,1,0.47751,0.5,0.48319,0.5
-0.064577,0.02232,0,1,0.4785,0.5,0.48418,0.5
-0.063849,0.022421,0,1,0.47949,0.5,0.48517,0.5
-0.063121,0.022521,0,1,0.48047,0.5,0.48616,0.5
-0.062393,0.022621,0,1,0.48146,0.5,0.48715,0.5
-0.061667,0.022719,0,1,0.48245,0.5,0.48814,0.5
-0.06094,0.022816,0,1,0.48344,0.5,0.48912,0.5
-0.060213,0.022914,0,1,0.48443,0.5,0.49011,0.5
-0.059487,0.023012,0,1,0.48542,0.5,0.4911,0.5
-0.05876,0.02311,0,1,0.48641,0.5,0.49209,0.5
-0.058033,0.023208,0,1,0.48739,0.5,0.49308,0.5
-0.057307,0.023306,0,1,0.48838,0.5,0.49407,0.5
-0.05658,0.023404,0,1,0.48937,0.5,0.49506,0.5
-0.055853,0.023501,0,1,0.49036,0.5,0.49605,0.5
-0.055127,0.023599,0,1,0.49135,0.5,0.49703,0.5
-0.0544,0.023697,0,1,0.49234,0.5,0.49802,0.5
-0.053673,0.023795,0,1,0.49333,0.5,0.49901,0.5
-0.052947,0.023893,0,1,0.49432,0.5,0.5,0.5
-0.05222,0.023991,0,1,0.4953,0.5,0.50099,0.5
-0.051493,0.024089,0,1,0.49629,0.5,0.50198,0.5
-0.050767,0.024187,0,1,0.49728,0.5,0.50297,0.5
-0.05004,0.024284,0,1,0.49827,0.5,0.50395,0.5
-0.049313,0.024382,0,1,0.49926,0.5,0.50494,0.5
-0.048587,0.02448,0,1,0.50025,0.5,0.50593,0.5
-0.04786,0.024578,0,1,0.50124,0.5,0.50692,0.5
-0.047133,0.024676,0,1,0.50222,0.5,0.50791,0.5
-0.046407,0.024774,0,1,0.50321,0.5,0.5089,0.5
-0.04568,0.024872,0,1,0.5042,0.5,0.50989,0.5
-0.044953,0.024969,0,1,0.50519,0.5,0.51087,0.5
-0.044227,0.025067,0,1,0.50618,0.5,0.51186,0.5
-0.0435,0.025165,0,1,0.50717,0.5,0.51285,0.5
-0.042774,0.02526,0,1,0.50816,0.5,0.51384,0.5
-0.042048,0.025354,0,1,0.50914,0.5,0.51483,0.5
-0.041322,0.025448,0,1,0.51013,0.5,0.51582,0.5
-0.040597,0.025542,0,1,0.51112,0.5,0.51681,0.5
-0.039871,0.025636,0,1,0.51211,0.5,0.5178,0.5
-0.039145,0.02573,0,1,0.5131,0.5,0.51878,0.5
-0.038419,0.025824,0,1,0.51409,0.5,0.51977,0.5
-0.037693,0.025918,0,1,0.51508,0.5,0.52076,0.5
-0.036968,0.026012,0,1,0.51607,0.5,0.52175,0.5
-0.036242,0.026105,0,1,0.51705,0.5,0.52274,0.5
-0.035516,0.026199,0,1,0.51804,0.5,0.52373,0.5
-0.03479,0.026293,0,1,0.51903,0.5,0.52472,0.5
-0.034064,0.026387,0,1,0.52002,0.5,0.5257,0.5
-0.033339,0.026481,0,1,0.52101,0.5,0.52669,0.5
-0.032613,0.026575,0,1,0.522,0.5,0.52768,0.5
-0.031887,0.026669,0,1,0.52299,0.5,0.52867,0.5
-0.031161,0.026763,0,1,0.52397,0.5,0.52966,0.5
-0.030435,0.026857,0,1,0.52496,0.5,0.53065,0.5
-0.02971,0.026951,0,1,0.52595,0.5,0.53164,0.5
-0.028984,0.027045,0,1,0.52694,0.5,0.53262,0.5
-0.028258,0.027139,0,1,0.52793,0.5,0.53361,0.5
-0.027532,0.027233,0,1,0.52892,0.5,0.5346,0.5
-0.026806,0.027326,0,1,0.52991,0.5,0.53559,0.5
-0.026081,0.02742,0,1,0.53089,0.5,0.53658,0.5
-0.025355,0.027514,0,1,0.53188,0.5,0.53757,0.5
-0.024629,0.027608,0,1,0.53287,0.5,0.53856,0.5
-0.023903,0.027701,0,1,0.53386,0.5,0.53954,0.5
-0.023176,0.02779,0,1,0.53485,0.5,0.54053,0.5
-0.02245,0.02788,0,1,0.53584,0.5,0.54152,0.5
-0.021723,0.027969,0,1,0.53683,0.5,0.54251,0.5
-0.020996,0.028058,0,1,0.53781,0.5,0.5435,0.5
-0.02027,0.028148,0,1,0.5388,0.5,0.54449,0.5
-0.019543,0.028237,0,1,0.53979,0.5,0.54548,0.5
-0.018816,0.028326,0,1,0.54078,0.5,0.54647,0.5
-0.01809,0.028416,0,1,0.54177,0.5,0.54745,0.5
-0.017363,0.028505,0,1,0.54276,0.5,0.54844,0.5
-0.016636,0.028594,0,1,0.54375,0.5,0.54943,0.5
-0.01591,0.028684,0,1,0.54474,0.5,0.55042,0.5
-0.015183,0.028773,0,1,0.54572,0.5,0.55141,0.5
-0.014456,0.028862,0,1,0.54671,0.5,0.5524,0.5
-0.01373,0.028951,0,1,0.5477,0.5,0.55339,0.5
-0.013003,0.029041,0,1,0.54869,0.5,0.55437,0.5
-0.012276,0.02913,0,1,0.54968,0.5,0.55536,0.5
-0.011549,0.029219,0,1,0.55067,0.5,0.55635,0.5
-0.010823,0.029309,0,1,0.55166,0.5,0.55734,0.5
-0.010096,0.029398,0,1,0.55264,0.5,0.55833,0.5
-0.0093694,0.029487,0,1,0.55363,0.5,0.55932,0.5
-0.0086427,0.029577,0,1,0.55462,0.5,0.56031,0.5
-0.007916,0.029666,0,1,0.55561,0.5,0.56129,0.5
-0.0071893,0.029755,0,1,0.5566,0.5,0.56228,0.5
-0.0064627,0.029845,0,1,0.55759,0.5,0.56327,0.5
-0.0057359,0.029934,0,1,0.55858,0.5,0.56426,0.5
-0.0050093,0.030023,0,1,0.55956,0.5,0.56525,0.5
-0.0042785,0.030109,0,1,0.56055,0.5,0.56624,0.5
-0.0035468,0.030194,0,1,0.56154,0.5,0.56723,0.5
-0.0028152,0.030278,0,1,0.56253,0.5,0.56822,0.5
-0.0020836,0.030363,0,1,0.56352,0.5,0.5692,0.5
-0.001352,0.030448,0,1,0.56451,0.5,0.57019,0.5
-0.00062032,0.030533,0,1,0.5655,0.5,0.57118,0.5
0.00011128,0.030618,0,1,0.56649,0.5,0.57217,0.5
0.00084293,0.030702,0,1,0.56747,0.5,0.57316,0.5
0.0015745,0.030787,0,1,0.56846,0.5,0.57415,0.5
0.0023062,0.030872,0,1,0.56945,0.5,0.57514,0.5
0.0030378,0.030957,0,1,0.57044,0.5,0.57612,0.5
0.0037694,0.031042,0,1,0.57143,0.5,0.57711,0.5
0.004501,0.031126,0,1,0.57242,0.5,0.5781,0.5
0.0052327,0.031211,0,1,0.57341,0.5,0.57909,0.5
0.0059643,0.031296,0,1,0.57439,0.5,0.58008,0.5
0.0066959,0.031381,0,1,0.57538,0.5,0.58107,0.5
0.0074275,0.031466,0,1,0.57637,0.5,0.58206,0.5
0.0081591,0.03155,0,1,0.57736,0.5,0.58304,0.5
0.0088908,0.031635,0,1,0.57835,0.5,0.58403,0.5
0.0096224,0.03172,0,1,0.57934,0.5,0.58502,0.5
0.010354,0.031805,0,1,0.58033,0.5,0.58601,0.5
0.011086,0.03189,0,1,0.58131,0.5,0.587,0.5
0.011817,0.031974,0,1,0.5823,0.5,0.58799,0.5
0.012549,0.032059,0,1,0.58329,0.5,0.58898,0.5
0.013281,0.032144,0,1,0.58428,0.5,0.58997,0.5
0.014012,0.032229,0,1,0.58527,0.5,0.59095,0.5
0.014752,0.032311,0,1,0.58626,0.5,0.59194,0.5
0.015495,0.032392,0,1,0.58725,0.5,0.59293,0.5
0.016238,0.032473,0,1,0.58824,0.5,0.59392,0.5
0.016982,0.032554,0,1,0.58922,0.5,0.59491,0.5
0.017725,0.032635,0,1,0.59021,0.5,0.5959,0.5
0.018468,0.032716,0,1,0.5912,0.5,0.59689,0.5
0.019212,0.032797,0,1,0.59219,0.5,0.59787,0.5
0.019955,0.032878,0,1,0.59318,0.5,0.59886,0.5
0.020698,0.032959,0,1,0.59417,0.5,0.59985,0.5
0.021442,0.03304,0,1,0.59516,0.5,0.60084,0.5
0.022185,0.033121,0,1,0.59614,0.5,0.60183,0.5
0.022928,0.033202,0,1,0.59713,0.5,0.60282,0.5
0.023672,0.033283,0,1,0.59812,0.5,0.60381,0.5
0.024415,0.033364,0,1,0.59911,0.5,0.60479,0.5
0.025158,0.033445,0,1,0.6001,0.5,0.60578,0.5
0.025902,0.033526,0,1,0.60109,0.5,0.60677,0.5
0.026645,0.033607,0,1,0.60208,0.5,0.60776,0.5
0.027388,0.033688,0,1,0.60306,0.5,0.60875,0.5
0.028132,0.033768,0,1,0.60405,0.5,0.60974,0.5
0.028875,0.033849,0,1,0.60504,0.5,0.61073,0.5
0.029618,0.03393,0,1,0.60603,0.5,0.61172,0.5
0.030362,0.034011,0,1,0.60702,0.5,0.6127,0.5
0.031105,0.034092,0,1,0.60801,0.5,0.61369,0.5
0.031848,0.034173,0,1,0.609,0.5,0.61468,0.5
0.032592,0.034254,0,1,0.60998,0.5,0.61567,0.5
0.033335,0.034335,0,1,0.61097,0.5,0.61666,0.5
0.034095,0.034414,0,1,0.61196,0.5,0.61765,0.5
0.034859,0.034492,0,1,0.61295,0.5,0.61864,0.5
0.035624,0.03457,0,1,0.61394,0.5,0.61962,0.5
0.036388,0.034648,0,1,0.61493,0.5,0.62061,0.5
0.037152,0.034727,0,1,0.61592,0.5,0.6216,0.5
0.037917,0.034805,0,1,0.61691,0.5,0.62259,0.5
0.038681,0.034883,0,1,0.61789,0.5,0.62358,0.5
0.039446,0.034961,0,1,0.61888,0.5,0.62457,0.5
0.04021,0.035039,0,1,0.61987,0.5,0.62556,0.5
0.040974,0.035117,0,1,0.62086,0.5,0.62654,0.5
0.041739,0.035195,0,1,0.62185,0.5,0.62753,0.5
0.042503,0.035274,0,1,0.62284,0.5,0.62852,0.5
0.043267,0.035352,0,1,0.62383,0.5,0.62951,0.5
0.044032,0.03543,0,1,0.62481,0.5,0.6305,0.5
0.044796,0.035508,0,1,0.6258,0.5,0.63149,0.5
0.04556,0.035586,0,1,0.62679,0.5,0.63248,0.5
0.046325,0.035664,0,1,0.62778,0.5,0.63346,0.5
0.047089,0.035742,0,1,0.62877,0.5,0.63445,0.5
0.047853,0.03582,0,1,0.62976,0.5,0.63544,0.5
0.048618,0.035899,0,1,0.63075,0.5,0.63643,0.5
0.049382,0.035977,0,1,0.63173,0.5,0.63742,0.5
0.050147,0.036055,0,1,0.63272,0.5,0.63841,0.5
0.050911,0.036133,0,1,0.63371,0.5,0.6394,0.5
0.051675,0.036211,0,1,0.6347,0.5,0.64039,0.5
0.05244,0.036289,0,1,0.63569,0.5,0.64137,0.5
0.053213,0.036367,0,1,0.63668,0.5,0.64236,0.5
0.054009,0.036443,0,1,0.63767,0.5,0.64335,0.5
0.054805,0.036519,0,1,0.63866,0.5,0.64434,0.5
0.055602,0.036595,0,1,0.63964,0.5,0.64533,0.5
0.056398,0.036672,0,1,0.64063,0.5,0.64632,0.5
0.057194,0.036748,0,1,0.64162,0.5,0.64731,0.5
0.057991,0.036824,0,1,0.64261,0.5,0.64829,0.5
0.058787,0.0369,0,1,0.6436,0.5,0.64928,0.5
0.059584,0.036976,0,1,0.64459,0.5,0.65027,0.5
0.06038,0.037052,0,1,0.64558,0.5,0.65126,0.5
0.061176,0.037129,0,1,0.64656,0.5,0.65225,0.5
0.061973,0.037205,0,1,0.64755,0.5,0.65324,0.5
0.062769,0.037281,0,1,0.64854,0.5,0.65423,0.5
0.063565,0.037357,0,1,0.64953,0.5,0.65521,0.5
0.064362,0.037433,0,1,0.65052,0.5,0.6562,0.5
0.065158,0.037509,0,1,0.65151,0.5,0.65719,0.5
0.065954,0.037586,0,1,0.6525,0.5,0.65818,0.5
0.066751,0.037662,0,1,0.65348,0.5,0.65917,0.5
0.067547,0.037738,0,1,0.65447,0.5,0.66016,0.5
0.068343,0.037814,0,1,0.65546,0.5,0.66115,0.5
0.06914,0.03789,0,1,0.65645,0.5,0.66214,0.5
0.069936,0.037966,0,1,0.65744,0.5,0.66312,0.5
0.070733,0.038043,0,1,0.65843,0.5,0.66411,0.5
0.071529,0.038119,0,1,0.65942,0.5,0.6651,0.5
0.072325,0.038195,0,1,0.66041,0.5,0.66609,0.5
0.07313,0.038271,0,1,0.66139,0.5,0.66708,0.5
0.07397,0.038345,0,1,0.66238,0.5,0.66807,0.5
0.074809,0.03842,0,1,0.66337,0.5,0.66906,0.5
0.075648,0.038494,0,1,0.66436,0.5,0.67004,0.5
0.076488,0.038569,0,1,0.66535,0.5,0.67103,0.5
0.077327,0.038643,0,1,0.66634,0.5,0.67202,0.5
0.078167,0.038718,0,1,0.66733,0.5,0.67301,0.5
0.079006,0.038792,0,1,0.66831,0.5,0.674,0.5
0.079846,0.038867,0,1,0.6693,0.5,0.67499,0.5
0.080685,0.038941,0,1,0.67029,0.5,0.67598,0.5
0.081525,0.039016,0,1,0.67128,0.5,0.67696,0.5
0.082364,0.03909,0,1,0.67227,0.5,0.67795,0.5
0.083204,0.039164,0,1,0.67326,0.5,0.67894,0.5
0.084043,0.039239,0,1,0.67425,0.5,0.67993,0.5
0.084883,0.039313,0,1,0.67523,0.5,0.68092,0.5
0.085722,0.039388,0,1,0.67622,0.5,0.68191,0.5
0.086562,0.039462,0,1,0.67721,0.5,0.6829,0.5
0.087401,0.039537,0,1,0.6782,0.5,0.68389,0.5
0.088241,0.039611,0,1,0.67919,0.5,0.68487,0.5
0.08908,0.039686,0,1,0.68018,0.5,0.68586,0.5
0.08992,0.03976,0,1,0.68117,0.5,0.68685,0.5
0.090759,0.039835,0,1,0.68216,0.5,0.68784,0.5
0.091599,0.039909,0,1,0.68314,0.5,0.68883,0.5
0.092438,0.039984,0,1,0.68413,0.5,0.68982,0.5
0.093278,0.040058,0,1,0.68512,0.5,0.69081,0.5
0.09415,0.040131,0,1,0.68611,0.5,0.69179,0.5
0.095042,0.040203,0,1,0.6871,0.5,0.69278,0.5
0.095935,0.040276,0,1,0.68809,0.5,0.69377,0.5
0.096827,0.040348,0,1,0.68908,0.5,0.69476,0.5
0.097719,0.04042,0,1,0.69006,0.5,0.69575,0.5
0.098612,0.040492,0,1,0.69105,0.5,0.69674,0.5
0.099504,0.040564,0,1,0.69204,0.5,0.69773,0.5
0.1004,0.040636,0,1,0.69303,0.5,0.69871,0.5
0.10129,0.040708,0,1,0.69402,0.5,0.6997,0.5
0.10218,0.04078,0,1,0.69501,0.5,0.70069,0.5
0.10307,0.040853,0,1,0.696,0.5,0.70168,0.5
0.10397,0.040925,0,1,0.69698,0.5,0.70267,0.5
0.10486,0.040997,0,1,0.69797,0.5,0.70366,0.5
0.10575,0.041069,0,1,0.69896,0.5,0.70465,0.5
0.10664,0.041141,0,1,0.69995,0.5,0.70563,0.5
0.10753,0.041213,0,1,0.70094,0.5,0.70662,0.5
0.10843,0.041285,0,1,0.70193,0.5,0.70761,0.5
0.10932,0.041358,0,1,0.70292,0.5,0.7086,0.5
0.11021,0.04143,0,1,0.7039,0.5,0.70959,0.5
0.1111,0.041502,0,1,0.70489,0.5,0.71058,0.5
0.112,0.041574,0,1,0.70588,0.5,0.71157,0.5
0.11289,0.041646,0,1,0.70687,0.5,0.71256,0.5
0.11378,0.041718,0,1,0.70786,0.5,0.71354,0.5
0.11467,0.04179,0,1,0.70885,0.5,0.71453,0.5
0.1156,0.04186,0,1,0.70984,0.5,0.71552,0.5
0.11655,0.041928,0,1,0.71083,0.5,0.71651,0.5
0.1175,0.041996,0,1,0.71181,0.5,0.7175,0.5
0.11846,0.042064,0,1,0.7128,0.5,0.71849,0.5
0.11941,0.042132,0,1,0.71379,0.5,0.71948,0.5
0.12036,0.0422,0,1,0.71478,0.5,0.72046,0.5
0.12131,0.042268,0,1,0.71577,0.5,0.72145,0.5
0.12226,0.042336,0,1,0.71676,0.5,0.72244,0.5
0.12321,0.042404,0,1,0.71775,0.5,0.72343,0.5
0.12417,0.042472,0,1,0.71873,0.5,0.72442,0.5
0.12512,0.04254,0,1,0.71972,0.5,0.72541,0.5
0.12607,0.042609,0,1,0.72071,0.5,0.7264,0.5
0.12702,0.042677,0,1,0.7217,0.5,0.72738,0.5
0.12797,0.042745,0,1,0.72269,0.5,0.72837,0.5
0.12892,0.042813,0,1,0.72368,0.5,0.72936,0.5
0.12988,0.042881,0,1,0.72467,0.5,0.73035,0.5
0.13083,0.042949,0,1,0.72565,0.5,0.73134,0.5
0.13178,0.043017,0,1,0.72664,0.5,0.73233,0.5
0.13273,0.043085,0,1,0.72763,0.5,0.73332,0.5
0.13368,0.043153,0,1,0.72862,0.5,0.73431,0.5
0.13463,0.043221,0,1,0.72961,0.5,0.73529,0.5
0.13558,0.043289,0,1,0.7306,0.5,0.73628,0.5
0.13654,0.043357,0,1,0.73159,0.5,0.73727,0.5
0.1375,0.043424,0,1,0.73258,0.5,0.73826,0.5
0.13851,0.043485,0,1,0.73356,0.5,0.73925,0.5
0.13953,0.043546,0,1,0.73455,0.5,0.74024,0.5
0.14054,0.043607,0,1,0.73554,0.5,0.74123,0.5
0.14155,0.043668,0,1,0.73653,0.5,0.74221,0.5
0.14256,0.043729,0,1,0.73752,0.5,0.7432,0.5
0.14358,0.04379,0,1,0.73851,0.5,0.74419,0.5
0.14459,0.043852,0,1,0.7395,0.5,0.74518,0.5
0.1456,0.043913,0,1,0.74048,0.5,0.74617,0.5
0.14661,0.043974,0,1,0.74147,0.5,0.74716,0.5
0.14763,0.044035,0,1,0.74246,0.5,0.74815,0.5
0.14864,0.044096,0,1,0.74345,0.5,0.74913,0.5
0.14965,0.044157,0,1,0.74444,0.5,0.75012,0.5
0.15066,0.044218,0,1,0.74543,0.5,0.75111,0.5
0.15168,0.04428,0,1,0.74642,0.5,0.7521,0.5
0.15269,0.044341,0,1,0.7474,0.5,0.75309,0.5
0.1537,0.044402,0,1,0.74839,0.5,0.75408,0.5
0.15471,0.044463,0,1,0.74938,0.5,0.75507,0.5
0.15573,0.044524,0,1,0.75037,0.5,0.75606,0.5
0.15674,0.044585,0,1,0.75136,0.5,0.75704,0.5
0.15775,0.044646,0,1,0.75235,0.5,0.75803,0.5
0.15876,0.044708,0,1,0.75334,0.5,0.75902,0.5
0.15978,0.044769,0,1,0.75433,0.5,0.76001,0.5
0.16082,0.044825,0,1,0.75531,0.5,0.761,0.5
0.16188,0.044875,0,1,0.7563,0.5,0.76199,0.5
0.16295,0.044926,0,1,0.75729,0.5,0.76298,0.5
0.16402,0.044976,0,1,0.75828,0.5,0.76396,0.5
0.16509,0.045026,0,1,0.75927,0.5,0.76495,0.5
0.16616,0.045077,0,1,0.76026,0.5,0.76594,0.5
0.16723,0.045127,0,1,0.76125,0.5,0.76693,0.5
0.1683,0.045178,0,1,0.76223,0.5,0.76792,0.5
0.16937,0.045228,0,1,0.76322,0.5,0.76891,0.5
0.17043,0.045279,0,1,0.76421,0.5,0.7699,0.5
0.1715,0.045329,0,1,0.7652,0.5,0.77088,0.5
0.17257,0.04538,0,1,0.76619,0.5,0.77187,0.5
0.17364,0.04543,0,1,0.76718,0.5,0.77286,0.5
0.17471,0.045481,0,1,0.76817,0.5,0.77385,0.5
0.17578,0.045531,0,1,0.76915,0.5,0.77484,0.5
0.17685,0.045582,0,1,0.77014,0.5,0.77583,0.5
0.17792,0.045632,0,1,0.77113,0.5,0.77682,0.5
0.17898,0.045683,0,1,0.77212,0.5,0.7778,0.5
0.18005,0.045733,0,1,0.77311,0.5,0.77879,0.5
0.18112,0.045784,0,1,0.7741,0.5,0.77978,0.5
0.18219,0.045834,0,1,0.77509,0.5,0.78077,0.5
0.18326,0.045885,0,1,0.77607,0.5,0.78176,0.5
0.18435,0.045928,0,1,0.77706,0.5,0.78275,0.5
0.18546,0.045963,0,1,0.77805,0.5,0.78374,0.5
0.18658,0.045999,0,1,0.77904,0.5,0.78473,0.5
0.18769,0.046034,0,1,0.78003,0.5,0.78571,0.5
0.1888,0.046069,0,1,0.78102,0.5,0.7867,0.5
0.18992,0.046105,0,1,0.78201,0.5,0.78769,0.5
0.19103,0.04614,0,1,0.783,0.5,0.78868,0.5
0.19214,0.046175,0,1,0.78398,0.5,0.78967,0.5
0.19325,0.046211,0,1,0.78497,0.5,0.79066,0.5
0.19437,0.046246,0,1,0.78596,0.5,0.79165,0.5
0.19548,0.046281,0,1,0.78695,0.5,0.79263,0.5
0.19659,0.046316,0,1,0.78794,0.5,0.79362,0.5
0.19771,0.046352,0,1,0.78893,0.5,0.79461,0.5
0.19882,0.046387,0,1,0.78992,0.5,0.7956,0.5
0.19993,0.046422,0,1,0.7909,0.5,0.79659,0.5
0.20105,0.046458,0,1,0.79189,0.5,0.79758,0.5
0.20216,0.046493,0,1,0.79288,0.5,0.79857,0.5
0.20327,0.046528,0,1,0.79387,0.5,0.79955,0.5
0.20438,0.046564,0,1,0.79486,0.5,0.80054,0.5
0.2055,0.046599,0,1,0.79585,0.5,0.80153,0.5
0.20661,0.046634,0,1,0.79684,0.5,0.80252,0.5
0.20773,0.046665,0,1,0.79782,0.5,0.80351,0.5
0.20887,0.046681,0,1,0.79881,0.5,0.8045,0.5
0.21001,0.046696,0,1,0.7998,0.5,0.80549,0.5
0.21114,0.046711,0,1,0.80079,0.5,0.80648,0.5
0.21228,0.046726,0,1,0.80178,0.5,0.80746,0.5
0.21342,0.046741,0,1,0.80277,0.5,0.80845,0.5
0.21456,0.046757,0,1,0.80376,0.5,0.80944,0.5
0.21569,0.046772,0,1,0.80475,0.5,0.81043,0.5
0.21683,0.046787,0,1,0.80573,0.5,0.81142,0.5
0.21797,0.046802,0,1,0.80672,0.5,0.81241,0.5
0.21911,0.046818,0,1,0.80771,0.5,0.8134,0.5
0.22025,0.046833,0,1,0.8087,0.5,0.81438,0.5
0.22138,0.046848,0,1,0.80969,0.5,0.81537,0.5
0.22252,0.046863,0,1,0.81068,0.5,0.81636,0.5
0.22366,0.046878,0,1,0.81167,0.5,0.81735,0.5
0.2248,0.046894,0,1,0.81265,0.5,0.81834,0.5
0.22594,0.046909,0,1,0.81364,0.5,0.81933,0.5
0.22707,0.046924,0,1,0.81463,0.5,0.82032,0.5
0.22821,0.046939,0,1,0.81562,0.5,0.8213,0.5
0.22935,0.046954,0,1,0.81661,0.5,0.82229,0.5
